Line,DataOwnerCode,DestinationCode,DestinationName50,LineDirection,LineName,LinePlanningNumber,LinePublicNumber,LineWheelchairAccessible,TransportType
ARR_28045_2,ARR,2819,Wanswert,2,Wanswert - Oentsjerk,28045,7143,NOTACCESSIBLE,BUS
KEOLIS_4530_1,KEOLIS,4220,Borne Station,1,Buurtbus Borne lus A,4530,530,ACCESSIBLE,BUS
EBS_1301_1,EBS,1849,Purmerend Overwhere,1,Amsterdam Noord - Purmerend Overwhere,1301,301,ACCESSIBLE,BUS
EBS_1301_2,EBS,1813,Amsterdam Noord,2,Amsterdam Noord - Purmerend Overwhere,1301,301,ACCESSIBLE,BUS
ARR_28374_1,ARR,4589,Lemmer Busstation,1,"Follega - Lemmer, Busstation",28374,9631,NOTACCESSIBLE,BUS
ARR_23326_2,ARR,9450,Geertruidenberg,2,Breda via Oosterhout - Geertruidenberg,23326,326,UNKNOWN,BUS
ARR_28374_2,ARR,2502,Achlum Jonkerschap,2,"Follega - Lemmer, Busstation",28374,9631,NOTACCESSIBLE,BUS
ARR_22809_1,ARR,9621,Tilburg,1,Centraal Station via Berkel-Enschot - Udenhout,22809,9,UNKNOWN,BUS
ARR_23326_1,ARR,9341,Breda,1,Breda via Oosterhout - Geertruidenberg,23326,326,UNKNOWN,BUS
ARR_22809_2,ARR,9655,Udenhout,2,Centraal Station via Berkel-Enschot - Udenhout,22809,9,UNKNOWN,BUS
ARR_2503_2,ARR,1521,Schiermonnikoog,2,Karrepad/Klein Zwitserland - Veerdam,2503,3,UNKNOWN,BUS
ARR_2503_1,ARR,1525,Schiermonnikoog,1,Karrepad/Klein Zwitserland - Veerdam,2503,3,UNKNOWN,BUS
AVV_100303_2,AVV,1480,Herzogenrath Bahnhof,2,,100303,HZ3,UNKNOWN,BUS
AVV_100303_1,AVV,1480,Herzogenrath Bahnhof,1,,100303,HZ3,UNKNOWN,BUS
KEOLIS_6704_1,KEOLIS,6161,Station Poort via Homeruskwartier,1,Lijn M4 CS - Almere Poort,6704,M4,ACCESSIBLE,BUS
ARR_23002_1,ARR,9486,Hoge Vucht,1,Hoge Vucht via CS - Haagse Beemden,23002,2,UNKNOWN,BUS
ARR_23002_2,ARR,9472,Haagse Beemden,2,Hoge Vucht via CS - Haagse Beemden,23002,2,UNKNOWN,BUS
ARR_51116_1,ARR,2365,Wolvega,1,Wolvega - Oosterwolde,51116,116,UNKNOWN,BUS
KEOLIS_6704_2,KEOLIS,6015,Station Centrum,2,Lijn M4 CS - Almere Poort,6704,M4,ACCESSIBLE,BUS
ARR_51116_2,ARR,2366,Oosterwolde,2,Wolvega - Oosterwolde,51116,116,UNKNOWN,BUS
ARR_28080_1,ARR,1706,Dokkum Busstation,1,"Nes, Buorren - Dokkum, Busstation",28080,7261,NOTACCESSIBLE,BUS
ARR_28080_2,ARR,2658,Nes Buorren,2,"Nes, Buorren - Dokkum, Busstation",28080,7261,NOTACCESSIBLE,BUS
ARR_28223_1,ARR,2643,Mantgum Station,1,"Bears - Mantgum, Station",28223,8142,NOTACCESSIBLE,BUS
KEOLIS_5203_1,KEOLIS,5196,Utrecht Rijnswrd/Science Park,1,Amersfoort Vathorst - Utrecht Rijnsweerd Noord,5203,203,ACCESSIBLE,BUS
ARR_28223_2,ARR,2510,Bears,2,"Bears - Mantgum, Station",28223,8142,NOTACCESSIBLE,BUS
KEOLIS_5203_2,KEOLIS,5113,Amersfoort Vathorst,2,Amersfoort Vathorst - Utrecht Rijnsweerd Noord,5203,203,ACCESSIBLE,BUS
QBUZZ_m075_2,QBUZZ,3310,Goudriaan,2,Sliedrecht - Molenaarsgraaf - Goudriaan,m075,75,ACCESSIBLE,BUS
AVV_100036_2,AVV,1419,Aachen Bushof,2,,100036,36,UNKNOWN,BUS
QBUZZ_m075_1,QBUZZ,3376,Sliedrecht,1,Sliedrecht - Molenaarsgraaf - Goudriaan,m075,75,ACCESSIBLE,BUS
AVV_100036_1,AVV,1445,Schleckheim Kapelle,1,,100036,36,UNKNOWN,BUS
CXX_H128_1,CXX,H12800638,Noordbeemster Oosthuizerweg,1,Hoorn Station - Noordbeemster,H128,128,ACCESSIBLE,BUS
ARR_28343_1,ARR,1703,Bolsward Busstation,1,"Allingawier - Bolsward, Busstation Twibaksdyk",28343,9261,NOTACCESSIBLE,BUS
ARR_28343_2,ARR,2505,Allingawier,2,"Allingawier - Bolsward, Busstation Twibaksdyk",28343,9261,NOTACCESSIBLE,BUS
RET_26_2,RET,BHGVM---,Hoogvliet Metro,2,Hoogvliet Metro - Oudeland,26,61,UNKNOWN,BUS
CXX_H128_2,CXX,H12800450,Hoorn Station,2,Hoorn Station - Noordbeemster,H128,128,ACCESSIBLE,BUS
HTM_22_2,HTM,475;475,Rijswijk De Schilp,2,Lijn 22: Duindorp - Rijswijk De Schilp,22,22,UNKNOWN,BUS
HTM_22_1,HTM,90;90,Den Haag Duindorp,1,Lijn 22: Duindorp - Rijswijk De Schilp,22,22,UNKNOWN,BUS
CXX_Z009_1,CXX,Z00946125,Terneuzen Innovatieweg,1,"Terneuzen, Busstation - DOW",Z009,9,ACCESSIBLE,BUS
CXX_Z009_2,CXX,Z00902746,Terneuzen Busstation WST,2,"Terneuzen, Busstation - DOW",Z009,9,ACCESSIBLE,BUS
ARR_22711_1,ARR,9200,Centraal Station,1,Centraal Station - De Aawijk,22711,11,UNKNOWN,BUS
CXX_L054_2,CXX,L05416064,Helmond Station,2,Helmond Station - Brouwhuis,L054,54,ACCESSIBLE,BUS
ARR_28027_2,ARR,2625,Lichtaard,2,"Lichtaard - Dokkum, Busstation",28027,7101,NOTACCESSIBLE,BUS
EBS_1416_1,EBS,1819,De Rijp,1,Purmerend - Middenbeemster - De Rijp,1416,416,ACCESSIBLE,BUS
CXX_L054_1,CXX,L05416060,Brouwhuis,1,Helmond Station - Brouwhuis,L054,54,ACCESSIBLE,BUS
ARR_22711_2,ARR,9300,Aawijk,2,Centraal Station - De Aawijk,22711,11,UNKNOWN,BUS
ARR_28027_1,ARR,1706,Dokkum Busstation,1,"Lichtaard - Dokkum, Busstation",28027,7101,NOTACCESSIBLE,BUS
EBS_1416_2,EBS,1872,Purmerend Dijklander ziekenh,2,Purmerend - Middenbeemster - De Rijp,1416,416,ACCESSIBLE,BUS
RET_1502_1,RET,BSLMETRO,Slinge Metro,1,STOPenGO Charlois,1502,567,UNKNOWN,BUS
ARR_28103_1,ARR,1706,Dokkum Busstation,1,"Westergeest - Dokkum, Busstation",28103,7341,NOTACCESSIBLE,BUS
ARR_51698_2,ARR,1723,Sneek,2,Makkum - Sneek,51698,698,UNKNOWN,BUS
ARR_28103_2,ARR,2755,Westergeest Dorp,2,"Westergeest - Dokkum, Busstation",28103,7341,NOTACCESSIBLE,BUS
ARR_8028_2,ARR,8000,Doetinchem,2,Gendringen - Doetinchem,8028,28,UNKNOWN,BUS
ARR_26650_2,ARR,5846,Maastricht,2,Bocholtz via Gulpen - Maastricht Centrum,26650,650,UNKNOWN,BUS
ARR_51698_1,ARR,1781,Makkum,1,Makkum - Sneek,51698,698,UNKNOWN,BUS
ARR_8028_1,ARR,8129,Gendringen,1,Gendringen - Doetinchem,8028,28,UNKNOWN,BUS
ARR_25687_1,ARR,5699,Venlo,1,Venlo - Horst,25687,687,UNKNOWN,BUS
AVV_100885_1,AVV,2072,Ortsbus Brand - Am Reulert,1,,100885,OL5,UNKNOWN,BUS
QBUZZ_u007_2,QBUZZ,2627,Zuilen-Noord,2,Zuilen - Utrecht CS - Westraven,u007,7,ACCESSIBLE,BUS
QBUZZ_m387_2,QBUZZ,3389,Utrecht CS,2,Gorinchem Dalem/Station - Vianen - Utrecht,m387,387,ACCESSIBLE,BUS
ARR_6245_1,ARR,6000,Tiel,1,Tiel Station - Tiel Oost,6245,245,UNKNOWN,BUS
QBUZZ_m387_1,QBUZZ,3234,Dalem,1,Gorinchem Dalem/Station - Vianen - Utrecht,m387,387,ACCESSIBLE,BUS
ARR_8081_2,ARR,8011,Deventer,2,Zutphen - Deventer,8081,81,UNKNOWN,BUS
ARR_6245_2,ARR,6000,Tiel,2,Tiel Station - Tiel Oost,6245,245,UNKNOWN,BUS
RET_39_1,RET,GRHG----,Keizerswaard,1,Zuidplein - Keizerswaard,39,76,UNKNOWN,BUS
ARR_8081_1,ARR,8015,Zutphen,1,Zutphen - Deventer,8081,81,UNKNOWN,BUS
RET_39_2,RET,ZP------,Zuidplein,2,Zuidplein - Keizerswaard,39,76,UNKNOWN,BUS
ARR_28463_1,ARR,1722,Heerenveen Busstation,1,"Jonkerslan - Heerenveen, Busstation",28463,6192,NOTACCESSIBLE,BUS
CXX_L317_2,CXX,L31717924,Dommelen,2,Dommelen - Valkenswaard - Eindhoven Station,L317,317,ACCESSIBLE,BUS
CXX_M341_2,CXX,M34101396,Spaarne Gasth. Hoofddorp,2,Hoofddorp Spaarne Gasthuis - A'dam Station Zuid,M341,341,ACCESSIBLE,BUS
ARR_6650_1,ARR,6067,Leerdam,1,Leerdam - Culemborg,6650,650,UNKNOWN,BUS
CXX_M341_1,CXX,M341013571,Station Zuid via Airport,1,Hoofddorp Spaarne Gasthuis - A'dam Station Zuid,M341,341,ACCESSIBLE,BUS
ARR_6650_2,ARR,6060,Culemborg,2,Leerdam - Culemborg,6650,650,UNKNOWN,BUS
CXX_L317_1,CXX,L31715928,Eindhoven Station,1,Dommelen - Valkenswaard - Eindhoven Station,L317,317,ACCESSIBLE,BUS
QBUZZ_u007_1,QBUZZ,2928,Westraven P+R via Utrecht CS,1,Zuilen - Utrecht CS - Westraven,u007,7,ACCESSIBLE,BUS
ARR_28596_2,ARR,2872,Oudehorne,2,"Oudehorne - Heerenveen, Busstation",28596,6801,NOTACCESSIBLE,BUS
ARR_28596_1,ARR,1722,Heerenveen Busstation,1,"Oudehorne - Heerenveen, Busstation",28596,6801,NOTACCESSIBLE,BUS
CXX_Y247_1,CXX,Y24704428,Walibi Holland,1,Walibi World Harderwijk - Biddinghuizen (247),Y247,247,NOTACCESSIBLE,BUS
ARR_16002_1,ARR,3003,Station Centrum,1,Station - Kustwijk,16002,2,ACCESSIBLE,BUS
CXX_Y247_2,CXX,Y24701168,Harderwijk Station,2,Walibi World Harderwijk - Biddinghuizen (247),Y247,247,NOTACCESSIBLE,BUS
ARR_16002_2,ARR,3020,Kustwijk,2,Station - Kustwijk,16002,2,ACCESSIBLE,BUS
ARR_6049_1,ARR,6050,Zaltbommel,1,Zaltbommel - Brakel,6049,49,UNKNOWN,BUS
ARR_28463_2,ARR,2607,Jonkerslan Fugelsang,2,"Jonkerslan - Heerenveen, Busstation",28463,6192,NOTACCESSIBLE,BUS
ARR_28236_1,ARR,2643,Mantgum Station,1,"Dearsum - Mantgum, Station",28236,8231,NOTACCESSIBLE,BUS
ARR_6049_2,ARR,6095,Brakel,2,Zaltbommel - Brakel,6049,49,UNKNOWN,BUS
CXX_N392_2,CXX,N39244645,Amsterdam Metro Noord,2,Amsterdam Station Noord - Zaandam Station,N392,392,ACCESSIBLE,BUS
CXX_N392_1,CXX,N39202994,Zaandam Station,1,Amsterdam Station Noord - Zaandam Station,N392,392,ACCESSIBLE,BUS
ARR_28236_2,ARR,2531,Dearsum,2,"Dearsum - Mantgum, Station",28236,8231,NOTACCESSIBLE,BUS
ARR_28330_1,ARR,1882,Wommels Provinciale weg,1,"Waaksens - Wommels, Provinciale weg",28330,9131,NOTACCESSIBLE,BUS
ARR_28330_2,ARR,2792,Waaksens Hoek Waaksens,2,"Waaksens - Wommels, Provinciale weg",28330,9131,NOTACCESSIBLE,BUS
AVV_100806_1,AVV,1460,Elisenbrunnen,1,,100806,V,UNKNOWN,BUS
AVV_100806_2,AVV,1488,Breinigerberg,2,,100806,V,UNKNOWN,BUS
ARR_23211_1,ARR,9527,Nispen,1,Nispen via Roosendaal - Oudenbosch,23211,211,UNKNOWN,BUS
CXX_L294_1,CXX,L29431086,Vessem,1,Veldhoven - Eersel - Vessem,L294,294,NOTACCESSIBLE,BUS
CXX_F145_1,CXX,F14501222,Swifterbant,1,Lelystad - Swifterbant,F145,145,ACCESSIBLE,BUS
ARR_23211_2,ARR,9546,Oudenbosch,2,Nispen via Roosendaal - Oudenbosch,23211,211,UNKNOWN,BUS
CXX_F145_2,CXX,F14501197,Lelystad,2,Lelystad - Swifterbant,F145,145,ACCESSIBLE,BUS
QBUZZ_g666_1,QBUZZ,587,Zoutkamp SNELDIENST,1,Groningen Zernike - Zoutkamp,g666,166,ACCESSIBLE,BUS
CXX_L294_2,CXX,L29416205,Veldhoven,2,Veldhoven - Eersel - Vessem,L294,294,NOTACCESSIBLE,BUS
ARR_28267_2,ARR,1796,Sintjohannesga,2,"Sintjohannesga - Heerenveen, Busstation",28267,8471,NOTACCESSIBLE,BUS
QBUZZ_g666_2,QBUZZ,6,Zernike Campus,2,Groningen Zernike - Zoutkamp,g666,166,ACCESSIBLE,BUS
ARR_28267_1,ARR,1722,Heerenveen Busstation,1,"Sintjohannesga - Heerenveen, Busstation",28267,8471,NOTACCESSIBLE,BUS
ARR_28014_1,ARR,2532,Dokkum Sionsberg,1,"Hiaure - Dokkum, Sionsberg",28014,7062,NOTACCESSIBLE,BUS
ARR_28014_2,ARR,2582,Hiaure,2,"Hiaure - Dokkum, Sionsberg",28014,7062,NOTACCESSIBLE,BUS
KEOLIS_4681_1,KEOLIS,4201,Almelo CS,1,Den Ham - Almelo,4681,681,ACCESSIBLE,BUS
AVV_100125_2,AVV,1467,Schnellbus Bushof (Süsterau - Uniklinik),2,,100125,125,UNKNOWN,BUS
AVV_100125_1,AVV,1414,Stolberg Mühlener Bahnhof,1,,100125,125,UNKNOWN,BUS
GVB_50_2,GVB,ITW,Isolatorweg,2,Isolatorweg - Gein,50,50,ACCESSIBLE,METRO
GVB_50_1,GVB,GEN,Gein,1,Isolatorweg - Gein,50,50,ACCESSIBLE,METRO
ARR_51103_2,ARR,1725,Hemelum,2,Stavoren - Hemelum,51103,103,UNKNOWN,BUS
ARR_51103_1,ARR,1783,Stavoren,1,Stavoren - Hemelum,51103,103,UNKNOWN,BUS
ARR_17182_2,ARR,2014,Alphen a/d Rijn,2,Leiden Centraal via Ter Aar - Alphen aan den Rijn,17182,182,UNKNOWN,BUS
ARR_28210_2,ARR,2745,Wjelsryp,2,"Wjelsryp - Winsum, Busstation",28210,8093,NOTACCESSIBLE,BUS
ARR_17182_1,ARR,1935,Leiden Centraal,1,Leiden Centraal via Ter Aar - Alphen aan den Rijn,17182,182,UNKNOWN,BUS
ARR_28489_1,ARR,1799,Balk Harich Rotonde,1,"Hemelum - Balk, Harich Rotonde",28489,9681,NOTACCESSIBLE,BUS
ARR_28489_2,ARR,2865,Hemelum,2,"Hemelum - Balk, Harich Rotonde",28489,9681,NOTACCESSIBLE,BUS
ARR_22296_2,ARR,9045,Oss,2,Oss - Megen,22296,296,UNKNOWN,BUS
CXX_N076_1,CXX,N07600587,Beverwijk Station,1,Beverwijk Station - Beverwijk Bazaar,N076,76,ACCESSIBLE,BUS
ARR_28356_2,ARR,2577,Hindeloopen Museum,2,"Hindeloopen, Museum - Hindeloopen, Station",28356,9411,NOTACCESSIBLE,BUS
ARR_28356_1,ARR,2578,Hindeloopen Station,1,"Hindeloopen, Museum - Hindeloopen, Station",28356,9411,NOTACCESSIBLE,BUS
ARR_28147_1,ARR,1739,Buitenpost Station,1,"Triemen - Buitenpost, Station",28147,7591,NOTACCESSIBLE,BUS
QBUZZ_g554_2,QBUZZ,138,Beijum,2,Beijum - Roden,g554,4,ACCESSIBLE,BUS
ARR_28147_2,ARR,2726,Triemen Langelaan,2,"Triemen - Buitenpost, Station",28147,7591,NOTACCESSIBLE,BUS
QBUZZ_g554_1,QBUZZ,478,Roden,1,Beijum - Roden,g554,4,ACCESSIBLE,BUS
KEOLIS_4508_2,KEOLIS,4522,Wesselerbrink,2,Enschede Zuid,4508,508,ACCESSIBLE,BUS
ARR_28210_1,ARR,1836,Winsum Busstation,1,"Wjelsryp - Winsum, Busstation",28210,8093,NOTACCESSIBLE,BUS
KEOLIS_4508_1,KEOLIS,4518,Stroinkslanden,1,Enschede Zuid,4508,508,ACCESSIBLE,BUS
ARR_28552_2,ARR,2436,Boelenslaan Spekloane,2,"Boelenslaan - Buitenpost, Station",28552,6501,NOTACCESSIBLE,BUS
ARR_28552_1,ARR,1739,Buitenpost Station,1,"Boelenslaan - Buitenpost, Station",28552,6501,NOTACCESSIBLE,BUS
ARR_23224_2,ARR,8071,Busstation,2,Drimmelen via Made - Oosterhout,23224,224,UNKNOWN,BUS
KEOLIS_4704_1,KEOLIS,102,Centraal Station,1,"Enschede, Stroinkslanden - Station",4704,4,ACCESSIBLE,BUS
CXX_N481_2,CXX,N48103138,Ramplaankwartier,2,Haarlem Vijver  - Delftplein/Spaarne Gasthuis,N481,481,NOTACCESSIBLE,BUS
CXX_N481_1,CXX,N48103120,Haarlem  Delftplein/Spaarne Gasth.,1,Haarlem Vijver  - Delftplein/Spaarne Gasthuis,N481,481,NOTACCESSIBLE,BUS
CXX_X009_2,CXX,X00901096,Nijmegen CS,2,Nijmegen CS - Grave Busstation,X009,9,ACCESSIBLE,BUS
ARR_22306_2,ARR,9000,Den Bosch,2,Uden - 's-Hertogenbosch,22306,306,UNKNOWN,BUS
KEOLIS_4704_2,KEOLIS,4032,Stroinkslanden,2,"Enschede, Stroinkslanden - Station",4704,4,ACCESSIBLE,BUS
ARR_23224_1,ARR,9414,Drimmelen,1,Drimmelen via Made - Oosterhout,23224,224,UNKNOWN,BUS
ARR_51356_1,ARR,1706,Dokkum,1,Dokkum - Drachten,51356,356,UNKNOWN,BUS
ARR_22306_1,ARR,9654,Uden,1,Uden - 's-Hertogenbosch,22306,306,UNKNOWN,BUS
ARR_51356_2,ARR,2431,Drachten,2,Dokkum - Drachten,51356,356,UNKNOWN,BUS
ARR_51552_1,ARR,1706,Dokkum,1,Dokkum - Paesens,51552,552,UNKNOWN,BUS
CXX_X009_1,CXX,X00916037,Grave  Busstation,1,Nijmegen CS - Grave Busstation,X009,9,ACCESSIBLE,BUS
ARR_51552_2,ARR,2680,Paesens,2,Dokkum - Paesens,51552,552,UNKNOWN,BUS
AVV_100005_1,AVV,1654,Driescher Hof - Brand,1,,100005,5,UNKNOWN,BUS
CXX_A026_1,CXX,A02601049,Dieren Station,1,Arnhem CS - Dieren Station,A026,26,ACCESSIBLE,BUS
AVV_100005_2,AVV,1421,Uniklinik,2,,100005,5,UNKNOWN,BUS
KEOLIS_5524_2,KEOLIS,5260,Woerden via Kanis,2,Woerden - Breukelen,5524,524,ACCESSIBLE,BUS
QBUZZ_u073_2,QBUZZ,2864,Maarssen Station,2,Maarssen - Utrecht CS - Zeist,u073,73,ACCESSIBLE,BUS
KEOLIS_5524_1,KEOLIS,5128,Breukelen,1,Woerden - Breukelen,5524,524,ACCESSIBLE,BUS
CXX_A026_2,CXX,A02601013,Arnhem CS,2,Arnhem CS - Dieren Station,A026,26,ACCESSIBLE,BUS
QBUZZ_u073_1,QBUZZ,2859,Zeist via Utrecht CS,1,Maarssen - Utrecht CS - Zeist,u073,73,ACCESSIBLE,BUS
ARR_25081_2,ARR,5711,Well,2,Venray via Wanssum - Well,25081,81,UNKNOWN,BUS
ARR_25081_1,ARR,9097,Venray,1,Venray via Wanssum - Well,25081,81,UNKNOWN,BUS
ARR_28129_2,ARR,1840,Anjum Nieuweweg,2,"Anjum, Nieuweweg - Dokkum, Busstation",28129,7431,NOTACCESSIBLE,BUS
ARR_28129_1,ARR,1706,Dokkum Busstation,1,"Anjum, Nieuweweg - Dokkum, Busstation",28129,7431,NOTACCESSIBLE,BUS
ARR_17147_2,ARR,2016,Uithoorn,2,Alphen aan den Rijn via Zevenhoven - Uithoorn,17147,147,UNKNOWN,BUS
ARR_17147_1,ARR,1916,Alphen a/d Rijn,1,Alphen aan den Rijn via Zevenhoven - Uithoorn,17147,147,UNKNOWN,BUS
RET_M007_2,RET,MBNSL---,Nesselande,2,lijn,M007,B,UNKNOWN,METRO
RET_M007_1,RET,MBHHS---,Hoek v Holland Strand,1,lijn,M007,B,UNKNOWN,METRO
ARR_2401_2,ARR,1542,Hollum,2,Veerdam - Ballum/Hollum,2401,1,UNKNOWN,BUS
GVB_464_2,GVB,GPNO,Gelderlandplein NO,2,Gelderlandplein NO - Vivaldi,464,464,ACCESSIBLE,BUS
GVB_464_1,GVB,VIVD,Vivaldi,1,Gelderlandplein NO - Vivaldi,464,464,ACCESSIBLE,BUS
QBUZZ_c510_1,QBUZZ,6911,Wildervank,1,Buurtbus Veendam,c510,510,ACCESSIBLE,BUS
QBUZZ_c510_2,QBUZZ,544,Veendam,2,Buurtbus Veendam,c510,510,ACCESSIBLE,BUS
ARR_28578_1,ARR,1722,Heerenveen Busstation,1,Tjalleberd - Heerenveen Busstation,28578,6681,NOTACCESSIBLE,BUS
ARR_28578_2,ARR,2452,Tjalleberd,2,Tjalleberd - Heerenveen Busstation,28578,6681,NOTACCESSIBLE,BUS
ARR_22605_2,ARR,9012,Eindhoven Sneldienst,2,Uden - Eindhoven,22605,605,UNKNOWN,BUS
GVB_14_1,GVB,CS,Centraal Station,1,Flevopark - Centraal Station,14,14,ACCESSIBLE,TRAM
GVB_14_2,GVB,FLP,Flevopark,2,Flevopark - Centraal Station,14,14,ACCESSIBLE,TRAM
ARR_8058_2,ARR,8020,Borculo,2,Zutphen - Borculo,8058,58,UNKNOWN,BUS
ARR_6543_1,ARR,6000,Tiel,1,Tiel - Geldermalsen,6543,543,UNKNOWN,BUS
ARR_8058_1,ARR,1024,Zutphen,1,Zutphen - Borculo,8058,58,UNKNOWN,BUS
ARR_6543_2,ARR,6006,Geldermalsen,2,Tiel - Geldermalsen,6543,543,UNKNOWN,BUS
ARR_28445_2,ARR,2622,Kortehemmen Dorp,2,"Kortehemmen - Drachten, Transferium Oost",28445,6141,NOTACCESSIBLE,BUS
ARR_28445_1,ARR,2302,Drachten Transferium,1,"Kortehemmen - Drachten, Transferium Oost",28445,6141,NOTACCESSIBLE,BUS
KEOLIS_5295_2,KEOLIS,5169,Rotterdam Capelsebrug,2,Utrecht - Rotterdam metrostation Capelsebrug,5295,295,ACCESSIBLE,BUS
CXX_G011_1,CXX,G01100909,Kampen Station,1,Kampen Station - Hagenbroek - Kampen Station,G011,11,NOTACCESSIBLE,BUS
ARR_23032_2,ARR,9566,Tolberg Oost,2,Langdonk - Tolberg Oost,23032,2,UNKNOWN,BUS
ARR_23032_1,ARR,9507,Langdonk,1,Langdonk - Tolberg Oost,23032,2,UNKNOWN,BUS
KEOLIS_5295_1,KEOLIS,5187,Utrecht CS,1,Utrecht - Rotterdam metrostation Capelsebrug,5295,295,ACCESSIBLE,BUS
CXX_Z623_1,CXX,Z62302614,'s-Heerenhoek Kerk,1,Borssele - Goes,Z623,623,ACCESSIBLE,BUS
ARR_23820_2,ARR,9513,Bravoflex,2,Bravoflex,23820,820,UNKNOWN,BUS
AVV_100526_1,AVV,1559,Nothberg Siedlung,1,26ALT,100526,26AL,UNKNOWN,BUS
ARR_28182_2,ARR,2702,Schingen,2,"Skingen - Dronryp, Hoek Dronryp",28182,7981,NOTACCESSIBLE,BUS
ARR_28182_1,ARR,2537,Dronryp Hoek Dronryp,1,"Skingen - Dronryp, Hoek Dronryp",28182,7981,NOTACCESSIBLE,BUS
QBUZZ_g510_2,QBUZZ,109,Station Noord,2,Station Noord - HS - Korreweg - Hoornsemeer,g510,10,ACCESSIBLE,BUS
QBUZZ_g510_1,QBUZZ,143,Hoornsemeer,1,Station Noord - HS - Korreweg - Hoornsemeer,g510,10,ACCESSIBLE,BUS
RET_1132_2,RET,GRHG----,Keizerswaard,2,Pendelbus,1132,175,UNKNOWN,BUS
ARR_8001_2,ARR,8163,Vlinder,2,Vlinder Doetinchem,8001,1,UNKNOWN,BUS
AVV_100010_1,AVV,1490,Brand,1,,100010,10,UNKNOWN,BUS
CXX_A061_1,CXX,A06106258,Duiven Centerpoort Noord,1,Westervoort Station - Duiven Centerpoort Noord,A061,61,ACCESSIBLE,BUS
AVV_100010_2,AVV,1443,Siegel,2,,100010,10,UNKNOWN,BUS
CXX_A061_2,CXX,A06124724,Westervoort Station,2,Westervoort Station - Duiven Centerpoort Noord,A061,61,ACCESSIBLE,BUS
ARR_26048_2,ARR,5290,Kanne,2,Maastricht Station - Kanne (B),26048,48,UNKNOWN,BUS
ARR_23611_1,ARR,9829,Breda,1,Breda via Etten-Leur - Oud Gastel,23611,611,UNKNOWN,BUS
ARR_26048_1,ARR,5429,Maastricht Station,1,Maastricht Station - Kanne (B),26048,48,UNKNOWN,BUS
ARR_28062_2,ARR,2518,Bornwird,2,"Bornwird - Dokkum, Busstation",28062,7191,NOTACCESSIBLE,BUS
ARR_28062_1,ARR,1706,Dokkum Busstation,1,"Bornwird - Dokkum, Busstation",28062,7191,NOTACCESSIBLE,BUS
CXX_X564_1,CXX,X56424788,Molenhoek Station,1,Groesbeek Stekkenberg - Molenhoek Station,X564,564,NOTACCESSIBLE,BUS
DELIJN_73633_1,DELIJN,07349c04aa,Vrasene Schoorstraat,1,Belbus Stekene - Sint-Gillis-Waas - Moerbeke,73633,240,UNKNOWN,BUS
CXX_X564_2,CXX,X56422419,Groesbeek Stekkenberg,2,Groesbeek Stekkenberg - Molenhoek Station,X564,564,NOTACCESSIBLE,BUS
QBUZZ_g640_2,QBUZZ,582,Woldendorp,2,Appingedam - Woldendorp,g640,640,ACCESSIBLE,BUS
QBUZZ_g640_1,QBUZZ,210,Appingedam,1,Appingedam - Woldendorp,g640,640,ACCESSIBLE,BUS
ARR_17726_1,ARR,2018,Reeuwijk-Dorp,1,Gouda via Reeuwijk - Gouda,17726,726,UNKNOWN,BUS
ARR_28205_1,ARR,1853,Franeker Voorstraat,1,"Tzum, Vrijburgstraat - Franeker, Voorstraat",28205,8081,NOTACCESSIBLE,BUS
ARR_17726_2,ARR,1917,Gouda Station,2,Gouda via Reeuwijk - Gouda,17726,726,UNKNOWN,BUS
ARR_28205_2,ARR,2734,Tzum Martenahiem,2,"Tzum, Vrijburgstraat - Franeker, Voorstraat",28205,8081,NOTACCESSIBLE,BUS
ARR_17014_2,ARR,2027,Merenwijk,2,Leiden Station De Vink - Leiden Merenwijk,17014,4,UNKNOWN,BUS
CXX_N059_2,CXX,N05900587,Beverwijk Station,2,Beverwijk Station - Zaandam Station,N059,59,ACCESSIBLE,BUS
CXX_N059_1,CXX,N05902994,Zaandam Station,1,Beverwijk Station - Zaandam Station,N059,59,ACCESSIBLE,BUS
ARR_17014_1,ARR,1912,Station De Vink,1,Leiden Station De Vink - Leiden Merenwijk,17014,4,UNKNOWN,BUS
EBS_1375_2,EBS,1817,Amsterdam Zuidoost,2,Amsterdam Zuidoost - Purmerend Weidevenne,1375,375,ACCESSIBLE,BUS
EBS_1375_1,EBS,1853,Purmerend Weidevenne,1,Amsterdam Zuidoost - Purmerend Weidevenne,1375,375,ACCESSIBLE,BUS
RET_1132_1,RET,BBVWD---,Beverwaard,1,Pendelbus,1132,175,UNKNOWN,BUS
QBUZZ_g314_2,QBUZZ,1654,Himsterhout,2,Drachten - Groningen,g314,314,ACCESSIBLE,BUS
QBUZZ_g314_1,QBUZZ,850,Groningen,1,Drachten - Groningen,g314,314,ACCESSIBLE,BUS
ARR_28369_2,ARR,1756,Sloten,2,"Sloten - Balk, Harich Rotonde",28369,9581,NOTACCESSIBLE,BUS
ARR_28369_1,ARR,1799,Balk Harich Rotonde,1,"Sloten - Balk, Harich Rotonde",28369,9581,NOTACCESSIBLE,BUS
ARR_28009_1,ARR,1786,Holwerd Provinciale weg,1,"Hantumhuizen - Holwerd, Prov. weg",28009,7043,NOTACCESSIBLE,BUS
