Line,DataOwnerCode,DestinationCode,DestinationName50,LineDirection,LineName,LinePlanningNumber,LinePublicNumber,LineWheelchairAccessible,TransportType
CXX_H952_1,CXX,H95200656,Overal Flex Reserveer via app of 088-6000981,1,Overal Flex Schagen,H952,FLX,NOTACCESSIBLE,BUS
RET_30_1,RET,PTGM----,Poortugaal Metro,1,Poortugaal - Rhoon,30,65,UNKNOWN,BUS
ARR_28559_2,ARR,2444,Kootstertille,2,"Kootstertille - Drachten, Transferium Oost",28559,6532,NOTACCESSIBLE,BUS
ARR_28306_2,ARR,2554,Folsgare,2,"Folsgare - Sneek, Busstation",28306,8891,NOTACCESSIBLE,BUS
ARR_28306_1,ARR,1723,Sneek Busstation,1,"Folsgare - Sneek, Busstation",28306,8891,NOTACCESSIBLE,BUS
ARR_28559_1,ARR,2302,Drachten Transferium,1,"Kootstertille - Drachten, Transferium Oost",28559,6532,NOTACCESSIBLE,BUS
ARR_51045_2,ARR,1725,Hemelum,2,Sneek - Hemelum,51045,45,UNKNOWN,BUS
ARR_51045_1,ARR,1723,Sneek,1,Sneek - Hemelum,51045,45,UNKNOWN,BUS
ARR_28426_1,ARR,2302,Drachten Transferium,1,"Eastermar - Drachten, Transferium Oost",28426,6072,NOTACCESSIBLE,BUS
ARR_28426_2,ARR,2543,Eastermar,2,"Eastermar - Drachten, Transferium Oost",28426,6072,NOTACCESSIBLE,BUS
ARR_28030_2,ARR,2625,Lichtaard,2,"Lichtaard - Ferwert, Prov. weg",28030,7104,NOTACCESSIBLE,BUS
ARR_28030_1,ARR,2807,Ferwert Prov. weg,1,"Lichtaard - Ferwert, Prov. weg",28030,7104,NOTACCESSIBLE,BUS
CXX_A371_2,CXX,A37101029,Apeldoorn Station,2,Apeldoorn - Arnhem CS via De Maten,A371,231,ACCESSIBLE,BUS
CXX_A371_1,CXX,A37101013,Arnhem CS,1,Apeldoorn - Arnhem CS via De Maten,A371,231,ACCESSIBLE,BUS
ARR_28163_2,ARR,2759,Wytgaard,2,"Wytgaard - Leeuwarden, Station",28163,7811,NOTACCESSIBLE,BUS
CXX_L322_1,CXX,L32215928,Eindhoven Station,1,Uden - Gerwen - Eindhoven Station,L322,322,ACCESSIBLE,BUS
ARR_28163_1,ARR,1721,Leeuwarden Busstation,1,"Wytgaard - Leeuwarden, Station",28163,7811,NOTACCESSIBLE,BUS
CXX_L322_2,CXX,L32216185,Uden  Busstation,2,Uden - Gerwen - Eindhoven Station,L322,322,ACCESSIBLE,BUS
KEOLIS_5992_1,KEOLIS,5990,SyntusFlex,1,SyntusFlex Woerden B,5992,B,NOTACCESSIBLE,BUS
ARR_23218_2,ARR,9704,Zevenbergen,2,Zevenbergschen Hoek - Zevenbergen,23218,218,UNKNOWN,BUS
ARR_23218_1,ARR,9504,Langeweg,1,Zevenbergschen Hoek - Zevenbergen,23218,218,UNKNOWN,BUS
KEOLIS_5992_2,KEOLIS,5990,SyntusFlex,2,SyntusFlex Woerden B,5992,B,NOTACCESSIBLE,BUS
ARR_26658_2,ARR,5369,Heerlen,2,Gulpen - Heerlen,26658,658,UNKNOWN,BUS
ARR_28296_1,ARR,1723,Sneek Busstation,1,"Hinnaard - Sneek, Busstation",28296,8841,NOTACCESSIBLE,BUS
ARR_28043_2,ARR,2819,Wanswert,2,"Wanswert - Dokkum, Busstation",28043,7141,NOTACCESSIBLE,BUS
ARR_26658_1,ARR,5357,Gulpen,1,Gulpen - Heerlen,26658,658,UNKNOWN,BUS
ARR_28296_2,ARR,2575,Hinnaerd,2,"Hinnaard - Sneek, Busstation",28296,8841,NOTACCESSIBLE,BUS
ARR_28043_1,ARR,1706,Dokkum Busstation,1,"Wanswert - Dokkum, Busstation",28043,7141,NOTACCESSIBLE,BUS
QBUZZ_g076_1,QBUZZ,850,Groningen,1,Groningen - Hoogezand,g076,76,ACCESSIBLE,BUS
QBUZZ_g076_2,QBUZZ,391,Hoogezand,2,Groningen - Hoogezand,g076,76,ACCESSIBLE,BUS
EBS_1103_1,EBS,1874,Purmerend Centrum,1,Monnickendam - Purmerend,1103,103,ACCESSIBLE,BUS
EBS_1103_2,EBS,1836,Monnickendam,2,Monnickendam - Purmerend,1103,103,ACCESSIBLE,BUS
QBUZZ_a565_2,QBUZZ,659,Leens,2,Buurtbus Houwerzijl - Leens,a565,565,ACCESSIBLE,BUS
AVV_100812_2,AVV,1581,Hücheln Wasserfeld,2,,100812,V,UNKNOWN,BUS
QBUZZ_a565_1,QBUZZ,1766,Houwerzijl via Wehe-den Hoorn,1,Buurtbus Houwerzijl - Leens,a565,565,ACCESSIBLE,BUS
AVV_100812_1,AVV,1586,Alsdorf Annapark,1,,100812,V,UNKNOWN,BUS
ARR_26018_1,ARR,5547,Holtum,1,Sittard via Born en Holtum/NedCar - Sittard.,26018,18,UNKNOWN,BUS
AVV_100945_1,AVV,1655,Brand Schulzentrum,1,,100945,45V,UNKNOWN,BUS
QBUZZ_u010_2,QBUZZ,2633,Lunetten Station,2,Lunetten - Leidsche Rijn,u010,10,ACCESSIBLE,BUS
AVV_100945_2,AVV,1460,Elisenbrunnen,2,,100945,45V,UNKNOWN,BUS
GVB_7_1,GVB,AZP,Azartplein,1,Slotermeer - Azartplein,7,7,ACCESSIBLE,TRAM
ARR_28319_2,ARR,2704,Sandfirden,2,"Sandfirden - IJlst, Station",28319,9011,NOTACCESSIBLE,BUS
ARR_28319_1,ARR,2600,IJlst Station,1,"Sandfirden - IJlst, Station",28319,9011,NOTACCESSIBLE,BUS
GVB_7_2,GVB,SLM,Slotermeer,2,Slotermeer - Azartplein,7,7,ACCESSIBLE,TRAM
ARR_28546_1,ARR,1799,Balk Harich Rotonde,1,Oudemirdum - Balk Harich Rotonde,28546,9559,NOTACCESSIBLE,BUS
ARR_28546_2,ARR,3056,Oudemirdum,2,Oudemirdum - Balk Harich Rotonde,28546,9559,NOTACCESSIBLE,BUS
QBUZZ_u010_1,QBUZZ,2634,Leidsche Rijn via Papendorp,1,Lunetten - Leidsche Rijn,u010,10,ACCESSIBLE,BUS
ARR_26632_1,ARR,5589,Sittard Station,1,Sittard Station - Chemelot Campus,26632,632,UNKNOWN,BUS
EBS_1014_2,EBS,1806,Amsterdam Centraal,2,Amsterdam Centraal - Edam - Hoorn,1014,14,ACCESSIBLE,BUS
ARR_51611_1,ARR,1721,Leeuwarden,1,Busstation - Caparis Hemrik,51611,611,UNKNOWN,BUS
ARR_51611_2,ARR,1881,De Hemrik,2,Busstation - Caparis Hemrik,51611,611,UNKNOWN,BUS
ARR_26632_2,ARR,5637,Urmond Chemelot,2,Sittard Station - Chemelot Campus,26632,632,UNKNOWN,BUS
EBS_1014_1,EBS,1831,Hoorn,1,Amsterdam Centraal - Edam - Hoorn,1014,14,ACCESSIBLE,BUS
ARR_51548_1,ARR,2790,Lemmer,1,Lemmer - Heerenveen,51548,548,UNKNOWN,BUS
ARR_28270_1,ARR,4589,Lemmer Busstation,1,"Delfstrahuizen - Lemmer, Busstation",28270,8482,NOTACCESSIBLE,BUS
CXX_M964_2,CXX,M96429786,Buitenkaag Kaagpont,2,Buitenkaag Kaagpont - Nieuw Vennep Station,M964,164,NOTACCESSIBLE,BUS
ARR_28270_2,ARR,2764,Delfstrahuizen Brug,2,"Delfstrahuizen - Lemmer, Busstation",28270,8482,NOTACCESSIBLE,BUS
CXX_M964_1,CXX,M96401542,Nieuw-Vennep Station,1,Buitenkaag Kaagpont - Nieuw Vennep Station,M964,164,NOTACCESSIBLE,BUS
ARR_51548_2,ARR,1722,Heerenveen,2,Lemmer - Heerenveen,51548,548,UNKNOWN,BUS
EBS_3070_2,EBS,3013,Centrum West,2,Centrum West - Noordhove,3070,70,ACCESSIBLE,BUS
EBS_3070_1,EBS,3054,Noordhove,1,Centrum West - Noordhove,3070,70,ACCESSIBLE,BUS
CXX_N014_1,CXX,N01403120,Delftplein/Spaarne Gasth,1,Heemstede Station - Delftplein/Spaarne Gasthuis,N014,14,ACCESSIBLE,BUS
CXX_H031_2,CXX,H03102834,Station Zuid,2,Den Helder Station Zuid - Den Helder Station,H031,31,ACCESSIBLE,BUS
CXX_H031_1,CXX,H03102829,Station  Den Helder,1,Den Helder Station Zuid - Den Helder Station,H031,31,ACCESSIBLE,BUS
CXX_N014_2,CXX,N01401475,Heemstede Station,2,Heemstede Station - Delftplein/Spaarne Gasthuis,N014,14,ACCESSIBLE,BUS
CXX_W500_2,CXX,W50003306,Rotterdam Kralingse Zoom,2,"Rotterdam, Kralingse Zoom - Rivium",W500,500,ACCESSIBLE,BUS
CXX_W500_1,CXX,W50011141,Capelle a/d IJssel Rivium 4e straat,1,"Rotterdam, Kralingse Zoom - Rivium",W500,500,ACCESSIBLE,BUS
QBUZZ_g045_1,QBUZZ,415,Loppersum,1,Middelstum - Loppersum - Spijk - Eemshaven,g045,45,ACCESSIBLE,BUS
ARR_28074_1,ARR,1706,Dokkum Busstation,1,"Niawier - Dokkum, Busstation",28074,7231,NOTACCESSIBLE,BUS
ARR_28074_2,ARR,2656,Niawier,2,"Niawier - Dokkum, Busstation",28074,7231,NOTACCESSIBLE,BUS
AVV_100042_2,AVV,1636,Gressenich Kapelle (weiter als Li. EW1),2,,100042,42,UNKNOWN,BUS
ARR_22091_2,ARR,9038,Cuijk,2,Uden - Cuijk,22091,91,UNKNOWN,BUS
ARR_22091_1,ARR,9016,Uden,1,Uden - Cuijk,22091,91,UNKNOWN,BUS
AVV_100042_1,AVV,1631,Stolberg Hans-Böckler-Straße,1,,100042,42,UNKNOWN,BUS
GVB_267_1,GVB,JMKP,John M.Keynesplein,1,Anderlechtlaan - John M.Keynesplein,267,267,ACCESSIBLE,BUS
CXX_H164_2,CXX,H16400597,Castricum Station,2,Castricum Station - Egmond Binnen - Egmond aan Zee,H164,164,ACCESSIBLE,BUS
RET_43_2,RET,TMOL---,Molenlaan,2,Molenlaan - Marconiplein,43,4,UNKNOWN,TRAM
ARR_28492_1,ARR,2428,Stiens Wythusterwei,1,"Britsum - Stiens, Wythusterwei",28492,9711,NOTACCESSIBLE,BUS
QBUZZ_u913_1,QBUZZ,2917,Maarssen,1,U-flex Maarssen / Utrecht-Noordwest,u913,913,ACCESSIBLE,BUS
GVB_267_2,GVB,ALL,Anderlechtlaan,2,Anderlechtlaan - John M.Keynesplein,267,267,ACCESSIBLE,BUS
CXX_H164_1,CXX,H16400603,Egmond aan Zee Busstation,1,Castricum Station - Egmond Binnen - Egmond aan Zee,H164,164,ACCESSIBLE,BUS
QBUZZ_u913_2,QBUZZ,2608,Overvecht,2,U-flex Maarssen / Utrecht-Noordwest,u913,913,ACCESSIBLE,BUS
ARR_28492_2,ARR,2862,Britsum,2,"Britsum - Stiens, Wythusterwei",28492,9711,NOTACCESSIBLE,BUS
QBUZZ_g045_2,QBUZZ,604,Spijk,2,Middelstum - Loppersum - Spijk - Eemshaven,g045,45,ACCESSIBLE,BUS
ARR_8623_2,ARR,8102,Doetinchem,2,Doetinchem Station - Graafschap College,8623,623,UNKNOWN,BUS
RET_43_1,RET,TCS----,Rotterdam Centraal,1,Molenlaan - Marconiplein,43,4,UNKNOWN,TRAM
ARR_17002_2,ARR,1982,Station,2,Westergouwe - Station,17002,2,UNKNOWN,BUS
CXX_M030_2,CXX,M03003161,IJmuiden Dennekoplaan,2,IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA,M030,N30,ACCESSIBLE,BUS
ARR_17002_1,ARR,1901,Westergouwe,1,Westergouwe - Station,17002,2,UNKNOWN,BUS
CXX_M030_1,CXX,M03014341,Amsterdam Bijlmer ArenA,1,IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA,M030,N30,ACCESSIBLE,BUS
RET_622_1,RET,BRIDDRVT,Ridderkerk Drievliet,1,Zuidplein - Ridderkerk Drievliet,622,144,UNKNOWN,BUS
ARR_51415_1,ARR,2808,Arriva Thialf Express,1,Heerenveen Station - Thialf,51415,415,UNKNOWN,BUS
RET_622_2,RET,BZUVIKW,Zuidplein via Keizerswaa,2,Zuidplein - Ridderkerk Drievliet,622,144,UNKNOWN,BUS
ARR_51415_2,ARR,2808,Arriva Thialf Express,2,Heerenveen Station - Thialf,51415,415,UNKNOWN,BUS
CXX_A086_2,CXX,A08601120,Wageningen Busstation,2,Wageningen Busstation - Station Ede-Wageningen,A086,86,ACCESSIBLE,BUS
CXX_A086_1,CXX,A08601064,Ede-Wageningen Station,1,Wageningen Busstation - Station Ede-Wageningen,A086,86,ACCESSIBLE,BUS
ARR_28087_1,ARR,2636,Lauwersoog Veerhaven,1,"Paesens - Lauwersoog, Veerhaven",28087,7283,NOTACCESSIBLE,BUS
ARR_28087_2,ARR,2680,Paesens,2,"Paesens - Lauwersoog, Veerhaven",28087,7283,NOTACCESSIBLE,BUS
ARR_22706_2,ARR,9200,Centraal Station,2,Empel - Centraal Station,22706,6,UNKNOWN,BUS
CXX_H360_1,CXX,H36000613,Heerhugowaard Stadshart,1,Alkmaar Station - Heerhugowaard Stadshart,H360,260,ACCESSIBLE,BUS
CXX_H151_2,CXX,H15100570,Alkmaar Station,2,Alkmaar Station - Petten,H151,151,ACCESSIBLE,BUS
ARR_22706_1,ARR,9434,Empel,1,Empel - Centraal Station,22706,6,UNKNOWN,BUS
ARR_8480_2,ARR,8015,Zutphen,2,Zutphen via Warnsveld en Zuidwijken - Zutphen,8480,480,UNKNOWN,BUS
CXX_H151_1,CXX,H15143593,Petten Eriksstraat,1,Alkmaar Station - Petten,H151,151,ACCESSIBLE,BUS
CXX_H360_2,CXX,H36000570,Alkmaar Station,2,Alkmaar Station - Heerhugowaard Stadshart,H360,260,ACCESSIBLE,BUS
CXX_X012_2,CXX,X01206236,Druten Busstation,2,Druten - Nijmegen CS,X012,12,ACCESSIBLE,BUS
CXX_X012_1,CXX,X01201096,Nijmegen CS,1,Druten - Nijmegen CS,X012,12,ACCESSIBLE,BUS
ARR_28150_2,ARR,2618,Kollumerpomp Pompsterhk,2,"Kollumerpomp - Buitenpost, Station",28150,7621,NOTACCESSIBLE,BUS
ARR_28150_1,ARR,1739,Buitenpost Station,1,"Kollumerpomp - Buitenpost, Station",28150,7621,NOTACCESSIBLE,BUS
ARR_6085_1,ARR,6004,Druten,1,Druten via Beuningen - Nijmegen,6085,85,UNKNOWN,BUS
CXX_N080_1,CXX,N08038244,Amsterdam Elandsgracht,1,Zandvoort Centrum - Amsterdam Elandsgracht,N080,80,ACCESSIBLE,BUS
CXX_N080_2,CXX,N08003166,Zandvoort Centrum,2,Zandvoort Centrum - Amsterdam Elandsgracht,N080,80,ACCESSIBLE,BUS
ARR_28283_2,ARR,2725,Teroele,2,"Teroele - Joure, Busstation",28283,8691,NOTACCESSIBLE,BUS
ARR_23031_1,ARR,9776,Tolberg West,1,Tolberg West - Kortendijk,23031,1,UNKNOWN,BUS
ARR_6085_2,ARR,6010,Nijmegen,2,Druten via Beuningen - Nijmegen,6085,85,UNKNOWN,BUS
ARR_23031_2,ARR,9492,Kortendijk,2,Tolberg West - Kortendijk,23031,1,UNKNOWN,BUS
ARR_28283_1,ARR,1787,Joure Busstation,1,"Teroele - Joure, Busstation",28283,8691,NOTACCESSIBLE,BUS
KEOLIS_5717_2,KEOLIS,5107,Amersfoort CS,2,Amersfoort - Leusden,5717,17,ACCESSIBLE,BUS
CXX_Y075_1,CXX,Y07508973,Steenwijk,1,Marknesse - Steenwijk,Y075,75,ACCESSIBLE,BUS
CXX_F108_2,CXX,F108012842,Huizen via Laren,2,Huizen - Hilversum,F108,108,ACCESSIBLE,BUS
KEOLIS_5717_1,KEOLIS,5152,Leusden,1,Amersfoort - Leusden,5717,17,ACCESSIBLE,BUS
CXX_F108_1,CXX,F10801303,Hilversum Station,1,Huizen - Hilversum,F108,108,ACCESSIBLE,BUS
AVV_100527_2,AVV,1576,Laurensberg,2,27ALT,100527,27AL,UNKNOWN,BUS
AVV_100527_1,AVV,1566,Kohlscheid Bank,1,27ALT,100527,27AL,UNKNOWN,BUS
CXX_Y075_2,CXX,Y075324882,Marknesse via Blokzijl,2,Marknesse - Steenwijk,Y075,75,ACCESSIBLE,BUS
QBUZZ_g517_1,QBUZZ,123,Europapark,1,Hoofdstation - Europapark - Euvelgunne,g517,17,ACCESSIBLE,BUS
CXX_H636_1,CXX,H63600450,Hoorn Station,1,Aartswoud - Hoogwoud - Hoorn Station,H636,636,ACCESSIBLE,BUS
KEOLIS_4096_1,KEOLIS,4274,Nijverdal,1,Rijssen - Nijverdal,4096,96,ACCESSIBLE,BUS
KEOLIS_4096_2,KEOLIS,4295,Rijssen,2,Rijssen - Nijverdal,4096,96,ACCESSIBLE,BUS
ARR_23213_2,ARR,9614,Steenbergen,2,Oud Gastel via Kruisland - Steenbergen,23213,213,UNKNOWN,BUS
ARR_28581_1,ARR,2315,Oosterwolde Busstation,1,"Makkinga - Oosterwolde, Busstation",28581,6711,NOTACCESSIBLE,BUS
ARR_28581_2,ARR,2446,Makkinga,2,"Makkinga - Oosterwolde, Busstation",28581,6711,NOTACCESSIBLE,BUS
ARR_23213_1,ARR,9545,Oud Gastel,1,Oud Gastel via Kruisland - Steenbergen,23213,213,UNKNOWN,BUS
ARR_28265_2,ARR,2768,Rotsterhaule Kampweg,2,"Rotsterhaule, Kampweg - Heerenveen, Busstation",28265,8461,NOTACCESSIBLE,BUS
ARR_28012_2,ARR,2591,Hantumeruitburen,2,"Hantumeruitburen - Holwerd, Prov. weg",28012,7053,NOTACCESSIBLE,BUS
AVV_100706_1,AVV,1556,Aachen Bushof (weiter als Li. N7),1,,100706,N6,UNKNOWN,BUS
ARR_28385_1,ARR,1740,Holwerd Veerdam Ameland,1,"Holwerd, Veerdam - Dokkum, Sionsberg",28385,7075,NOTACCESSIBLE,BUS
ARR_28385_2,ARR,2532,Dokkum Sionsberg,2,"Holwerd, Veerdam - Dokkum, Sionsberg",28385,7075,NOTACCESSIBLE,BUS
KEOLIS_5704_1,KEOLIS,5032,Kattenbroek,1,Station - Kattenbroek (Amersfoort),5704,4,ACCESSIBLE,BUS
KEOLIS_5704_2,KEOLIS,102,Centraal Station,2,Station - Kattenbroek (Amersfoort),5704,4,ACCESSIBLE,BUS
ARR_51207_1,ARR,1871,Busstation,1,Busstation - Zuiderburen,51207,7,UNKNOWN,BUS
ARR_6626_2,ARR,6064,Gorinchem,2,Hedel - Gorinchem,6626,626,UNKNOWN,BUS
ARR_17282_2,ARR,1978,Ter Aar,2,Alphen aan den Rijn - Ter Aar,17282,282,UNKNOWN,BUS
ARR_6626_1,ARR,6065,Hedel,1,Hedel - Gorinchem,6626,626,UNKNOWN,BUS
ARR_51207_2,ARR,1765,Zuiderburen,2,Busstation - Zuiderburen,51207,7,UNKNOWN,BUS
ARR_17282_1,ARR,1900,Alphen a/d Rijn,1,Alphen aan den Rijn - Ter Aar,17282,282,UNKNOWN,BUS
ARR_22655_1,ARR,9660,Veghel,1,Veghel - Gemert,22655,655,UNKNOWN,BUS
ARR_22655_2,ARR,9453,Gemert,2,Veghel - Gemert,22655,655,UNKNOWN,BUS
ARR_28265_1,ARR,1722,Heerenveen Busstation,1,"Rotsterhaule, Kampweg - Heerenveen, Busstation",28265,8461,NOTACCESSIBLE,BUS
CXX_L012_1,CXX,L01215928,Eindhoven Station,1,Eindhoven Gijzenrooi - Eindhoven Station,L012,12,ACCESSIBLE,BUS
CXX_L012_2,CXX,L01215969,Gijzenrooi,2,Eindhoven Gijzenrooi - Eindhoven Station,L012,12,ACCESSIBLE,BUS
ARR_28528_1,ARR,2324,Wolvega Station,1,"Oldelamer - Wolvega, Station",28528,6401,NOTACCESSIBLE,BUS
ARR_28069_2,ARR,2519,Brantgum,2,"Brantgum - Dokkum, Sionsberg",28069,7212,NOTACCESSIBLE,BUS
ARR_28528_2,ARR,2665,Oldelamer,2,"Oldelamer - Wolvega, Station",28528,6401,NOTACCESSIBLE,BUS
ARR_28069_1,ARR,2532,Dokkum Sionsberg,1,"Brantgum - Dokkum, Sionsberg",28069,7212,NOTACCESSIBLE,BUS
ARR_8194_1,ARR,8085,Zelhem,1,Zelhem via Dinxperlo - Aalten,8194,194,UNKNOWN,BUS
ARR_8194_2,ARR,8130,Dinxperlo,2,Zelhem via Dinxperlo - Aalten,8194,194,UNKNOWN,BUS
KEOLIS_4095_2,KEOLIS,4201,Almelo CS,2,Almelo - Borculo,4095,95,ACCESSIBLE,BUS
KEOLIS_4095_1,KEOLIS,4215,Borculo,1,Almelo - Borculo,4095,95,ACCESSIBLE,BUS
CXX_H157_2,CXX,H15700570,Alkmaar Station,2,Alkmaar Station - Tuitjenhorn,H157,157,ACCESSIBLE,BUS
ARR_28145_1,ARR,1739,Buitenpost Station,1,Veenklooster - Buitenpost,28145,7571,NOTACCESSIBLE,BUS
ARR_28145_2,ARR,2737,Veenklooster Dorp,2,Veenklooster - Buitenpost,28145,7571,NOTACCESSIBLE,BUS
ARR_17295_1,ARR,1976,Rotterdam,1,Rotterdam Capelsebrug - Utrecht Centraal,17295,295,UNKNOWN,BUS
CXX_H157_1,CXX,H15700665,Tuitjenhorn Sportlaan,1,Alkmaar Station - Tuitjenhorn,H157,157,ACCESSIBLE,BUS
ARR_17295_2,ARR,1988,Utrecht CS,2,Rotterdam Capelsebrug - Utrecht Centraal,17295,295,UNKNOWN,BUS
KEOLIS_6724_2,KEOLIS,6025,Station Poort,2,Lijn 24 Station Poort - Duin,6724,24,ACCESSIBLE,BUS
KEOLIS_6724_1,KEOLIS,6030,Duin,1,Lijn 24 Station Poort - Duin,6724,24,ACCESSIBLE,BUS
ARR_26051_2,ARR,5410,Margraten,2,Valkenburg via Sibbe - Margraten,26051,51,UNKNOWN,BUS
ARR_26051_1,ARR,5556,Valkenburg Station,1,Valkenburg via Sibbe - Margraten,26051,51,UNKNOWN,BUS
QBUZZ_d042_2,QBUZZ,526,Ter Apel,2,Emmen - Ter Apel,d042,42,ACCESSIBLE,BUS
ARR_23226_1,ARR,9361,Buurstede,1,Buurstede/Den Hout - Centrum,23226,226,UNKNOWN,BUS
QBUZZ_g023_1,QBUZZ,544,Veendam,1,Winschoten - Veendam,g023,23,ACCESSIBLE,BUS
ARR_23226_2,ARR,9382,Centrum,2,Buurstede/Den Hout - Centrum,23226,226,UNKNOWN,BUS
CXX_L408_2,CXX,L40815947,High Tech Campus,2,High Tech Campus - Eindhoven Station,L408,408,ACCESSIBLE,BUS
CXX_L408_1,CXX,L40815928,Eindhoven Station,1,High Tech Campus - Eindhoven Station,L408,408,ACCESSIBLE,BUS
EBS_2902_2,EBS,2077,Spijkhopper,2,Spijkenissehopper,2902,902,ACCESSIBLE,BUS
EBS_2902_1,EBS,2077,Spijkhopper,1,Spijkenissehopper,2902,902,ACCESSIBLE,BUS
ARR_8074_2,ARR,8000,Doetinchem,2,Enschede - Doetinchem,8074,74,UNKNOWN,BUS
ARR_8074_1,ARR,8064,Enschede,1,Enschede - Doetinchem,8074,74,UNKNOWN,BUS
ARR_28012_1,ARR,1786,Holwerd Provinciale weg,1,"Hantumeruitburen - Holwerd, Prov. weg",28012,7053,NOTACCESSIBLE,BUS
QBUZZ_g023_2,QBUZZ,578,Winschoten,2,Winschoten - Veendam,g023,23,ACCESSIBLE,BUS
QBUZZ_d042_1,QBUZZ,282,Emmen,1,Emmen - Ter Apel,d042,42,ACCESSIBLE,BUS
ARR_51051_2,ARR,1721,Leeuwarden,2,Dokkum via Damwâld - Leeuwarden,51051,51,UNKNOWN,BUS
ARR_51051_1,ARR,2777,Dokkum,1,Dokkum via Damwâld - Leeuwarden,51051,51,UNKNOWN,BUS
ARR_28278_1,ARR,1787,Joure Busstation,1,"Doniaga - Joure, Busstation",28278,8641,NOTACCESSIBLE,BUS
ARR_28278_2,ARR,2534,Doniaga,2,"Doniaga - Joure, Busstation",28278,8641,NOTACCESSIBLE,BUS
EBS_3045_1,EBS,3029,Leiden Centraal,1,Den Haag Centraal - Leidschendam - Leiden Centraal,3045,45,ACCESSIBLE,BUS
RET_1522_1,RET,BDESCHAN,De Schans,1,Station Barendrecht - Slikkerveer,1522,609,UNKNOWN,BUS
AVV_100007_1,AVV,1639,Richterich Schönau,1,,100007,7,UNKNOWN,BUS
RET_1522_2,RET,BBAR----,Station Barendrecht,2,Station Barendrecht - Slikkerveer,1522,609,UNKNOWN,BUS
EBS_3045_2,EBS,3034,Den Haag Centraal,2,Den Haag Centraal - Leidschendam - Leiden Centraal,3045,45,ACCESSIBLE,BUS
AVV_100007_2,AVV,1718,Verlautenheide Endstraße,2,,100007,7,UNKNOWN,BUS
AVV_100550_2,AVV,2068,Eilendorf Hansmannstraße,2,50ALT,100550,50AL,UNKNOWN,BUS
ARR_25414_2,ARR,5782,Venlo Station,2,Venlo Station via Stalberg - Venlo Station.,25414,4,UNKNOWN,BUS
CXX_Y071_1,CXX,Y07100888,Emmeloord,1,Zwolle - Emmeloord,Y071,71,ACCESSIBLE,BUS
ARR_22709_1,ARR,9510,Maasoever,1,Maasoever via CS en JBZ - Vught,22709,9,UNKNOWN,BUS
ARR_22709_2,ARR,9667,Vught de Baarzen,2,Maasoever via CS en JBZ - Vught,22709,9,UNKNOWN,BUS
ARR_23106_1,ARR,9322,Bergen op Zoom,1,Bergen op Zoom - Putte,23106,106,UNKNOWN,BUS
ARR_23106_2,ARR,9553,Putte,2,Bergen op Zoom - Putte,23106,106,UNKNOWN,BUS
ARR_17175_2,ARR,1917,Gouda Station,2,Rotterdam Nesselande - Gouda,17175,175,UNKNOWN,BUS
ARR_17175_1,ARR,1974,Rotterdam,1,Rotterdam Nesselande - Gouda,17175,175,UNKNOWN,BUS
ARR_28056_2,ARR,2581,Hegebeintum,2,"Hegebeintum - Dokkum, Sionsberg",28056,7172,NOTACCESSIBLE,BUS
QBUZZ_g508_1,QBUZZ,118,P+R Hoogkerk,1,Hoogkerk - Hoendiep - HS - Europapark,g508,8,ACCESSIBLE,BUS
ARR_28176_1,ARR,2537,Dronryp Hoek Dronryp,1,"Peins - Dronryp, Hoek Dronryp",28176,7961,NOTACCESSIBLE,BUS
ARR_28176_2,ARR,2681,Peins,2,"Peins - Dronryp, Hoek Dronryp",28176,7961,NOTACCESSIBLE,BUS
AVV_100550_1,AVV,1490,Brand,1,50ALT,100550,50AL,UNKNOWN,BUS
ARR_28341_1,ARR,1703,Bolsward Busstation,1,"Idsegahuizum Dorp - Bolsward, Twibaksdyk",28341,9241,NOTACCESSIBLE,BUS
QBUZZ_g508_2,QBUZZ,102,Hoofdstation,2,Hoogkerk - Hoendiep - HS - Europapark,g508,8,ACCESSIBLE,BUS
ARR_28341_2,ARR,2602,Idsegahuizum Dorp,2,"Idsegahuizum Dorp - Bolsward, Twibaksdyk",28341,9241,NOTACCESSIBLE,BUS
AVV_100813_1,AVV,1975,Liester Schulzentrum,1,,100813,V,UNKNOWN,BUS
ARR_28594_2,ARR,2868,Mildam,2,"Mildam - Heerenveen, Busstation",28594,6781,NOTACCESSIBLE,BUS
CXX_A011_1,CXX,A01101013,Arnhem CS,1,Station Arnhem Zuid - Arnhem CS,A011,11,ACCESSIBLE,BUS
ARR_28594_1,ARR,1722,Heerenveen Busstation,1,"Mildam - Heerenveen, Busstation",28594,6781,NOTACCESSIBLE,BUS
CXX_A011_2,CXX,A01101014,Station Zuid via Vredenburg,2,Station Arnhem Zuid - Arnhem CS,A011,11,ACCESSIBLE,BUS
ARR_2309_2,ARR,1503,Oosterend,2,West-Terschelling - Oosterend,2309,9,UNKNOWN,BUS
AVV_100813_2,AVV,1563,Heistern Fourné,2,,100813,V,UNKNOWN,BUS
ARR_2309_1,ARR,1502,West Terschelling,1,West-Terschelling - Oosterend,2309,9,UNKNOWN,BUS
